monthly_spend,invoices,last_payment_date,sign_up_date,last_seen_at,sessions_30d,pages_viewed_30d,time_on_site_sec_30d,plan_basic,plan_premium,plan_standard,payment_status_delinquent,payment_status_on_time,device_type_desktop,device_type_mobile,device_type_tablet,region_East,region_North,region_South,region_West,channel_app,channel_partner,channel_web,age_band_18-24,age_band_25-34,age_band_35-44,age_band_45-54,age_band_55+,customer_id,churn
-0.8184484978784055,1.240499109125429,0.39133510489320067,-1.2291516610231359,-0.9416271877698578,-0.6756289121933012,2.726184433889136,-1.2365191921686665,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1,0
-0.8011567885126515,-1.4404457028439166,1.0305668717141971,1.4173711929599333,1.1524318060156602,0.6306785378854628,-0.5237612457269243,-0.3778575407621753,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,2,0
-0.7170038029326493,-1.5269277935526053,0.9724548929122884,1.5430967442180366,0.7585397112153133,-0.7761141006608985,-0.23126613456147885,1.971858464775858,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,3,0
-0.5579200767677137,-0.48914270504834245,0.02716670440123904,0.47442955852416047,0.25210701790058143,-0.575143723725704,0.7762170261194999,-0.7839812948057859,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,4,1
-0.054731334224276076,-0.9215531585917853,0.5734193051391815,0.9301846818347841,-0.19001676197735903,-0.47465853525810675,-0.4587623321346031,-1.056664386806496,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,5,0
-0.6040313017430574,-0.48914270504834245,0.08527868320314781,0.5341491953717594,1.3132040896076385,-0.977084477596093,0.2237262605847696,-0.006544394208016959,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,6,0
-0.81671932694183,1.5864274719601832,-1.4798706125282617,-1.615757731141803,0.8550030813705002,0.8316489148206573,-0.26376559135763944,-1.1785015130195793,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,7,1
-0.7158510223082657,-1.180999430717851,0.9956996844330519,1.1564906740993695,0.7585397112153133,-0.7761141006608985,-0.26376559135763944,1.362672833710442,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,8,0
-0.006314548000165241,-0.7485889771744081,0.3952092368133279,0.7133081059145563,-0.31059597467134276,1.0326192917558517,-0.6862585297077273,-0.4126681482516276,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,9,0
-0.07029387265345453,1.0675349277080517,0.612160624340454,-1.0814241382948648,-1.0059361012066492,-0.47465853525810675,-0.10126830737683644,0.21972455447342326,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,10,0
0.4916866817335463,-0.7485889771744081,0.9027205183499979,0.722737522258914,-0.242267754144752,-0.17320296985531508,-0.7837569000962091,-1.097276762210857,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,11,0
-0.8224832300637479,0.8945707462906747,-0.5423306878574669,-0.8928358114077103,-1.6409866213949635,-0.2736881583229123,0.5487208285463757,2.093695590988941,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,12,0
0.3107001237053224,-0.0567322515048996,-1.1195763439564272,0.04381954546515747,0.24004909663118307,-0.575143723725704,-0.26376559135763944,0.24293162613305816,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,13,0
-0.7273788285521017,0.4621602927472318,0.42232816025421865,-0.45908265956725475,-1.259152447864015,-0.17320296985531508,-0.7512574433000485,-0.7955848306356034,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,14,0
-0.4097877665344223,-0.22969643292227673,-0.7941492626657383,0.2606961213853852,1.0760649713094705,0.9321341032882544,-0.49126178893076367,-1.2771315675730275,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,15,1
-0.4374545015196284,-0.48914270504834245,0.7400069777046533,0.47128641974270785,-0.49950340789191733,0.02776740707987939,-0.29626504815380006,0.49820941438904204,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,16,0
-1.053615745252658,0.9810528369993632,-2.1036058516687492,-0.9808436972883825,-2.046936637464709,-0.7761141006608985,-0.4262628753384425,-0.22120980705963975,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,17,0
-0.5740590055090841,-1.6998919749699823,1.3017561061231047,1.6813948506019498,1.0760649713094705,-0.07271778138771784,-0.6537590729115668,1.2234304037526325,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,18,1
-0.5510033930214122,1.4999453812514947,1.228147599640687,-1.5214635676982255,-0.7607583687288821,-0.977084477596093,3.376173569812348,0.2487333940479669,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,19,0
0.4749713626799843,1.1540170184167404,0.3254748622510374,-1.1191418036722958,-0.7888935183574783,-0.575143723725704,0.06122897660396659,-0.25021864663418336,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,20,1
0.317616807451624,-0.8350710678830967,0.39133510489320067,0.8201748244839439,0.4450337582109554,-0.07271778138771784,-0.7187579865038879,-0.4532805236559887,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,21,1
-0.18960666727715628,-0.4026606143396539,-0.4067360706530131,0.3769922562991306,0.34857038805576845,1.2335896686910461,-0.7837569000962091,0.16750864323924475,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,22,0
2.378788563849486,-1.4404457028439166,1.154539093158269,1.4613751359002694,0.7384431757663159,1.2335896686910461,-0.10126830737683644,-0.8013865985505121,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,23,0
-0.7002884838790873,-0.22969643292227673,0.16276132160569284,0.21983531722650176,-0.8652603530636681,-0.07271778138771784,-0.4587623321346031,0.5968394689424903,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,24,0
1.9730097840664613,0.029749839203788972,1.1855321485192871,-0.012756952600988903,-0.6964494552920908,-0.6756289121933012,1.101211594081106,-0.8942148851890517,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,25,0
-0.6956773613815529,-0.8350710678830967,-0.3215051684102136,0.8358905183912068,-0.21413260451615576,2.338926741834616,-0.5237612457269243,-0.38946107659199275,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,26,1
-0.7757956147762125,-1.5269277935526053,0.6818949989027445,1.5650987156882046,1.124296656387064,2.5398971187698103,-0.29626504815380006,0.9855579192413748,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,27,1
-0.9452543665606005,-0.9215531585917853,0.7400069777046533,0.9333278206162366,1.064007050040072,-0.575143723725704,-0.39376341854228186,-0.5229017386348934,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,28,0
-0.7988512272638844,1.240499109125429,0.9608324971519067,-1.2322947998045886,1.140373884746262,-0.7761141006608985,1.6862018164119967,0.4924076464741333,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,29,0
0.13317190755024944,1.3269811998341174,1.274637182682214,-1.3517340734997865,-0.8692796601534676,-0.3741733467905095,-0.4262628753384425,-0.6679459365076115,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,30,0
-0.6420730623477159,1.6729095626688717,-1.9602629706240409,-1.7006224782410224,-1.0260326366556465,-0.2736881583229123,-0.39376341854228186,-0.48809113114544106,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,31,1
1.6237172548782333,-1.4404457028439166,0.7012656585033807,1.442516303211554,1.3654550817750315,-0.575143723725704,0.5812202853425362,-0.5461088102945283,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,32,0
